"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"Penn Station/Madison Sq West","Kips Bay",8,-73.9880662,40.7433858,-73.9800645,40.7423292,1550
"Penn Station/Madison Sq West","West Village",18,-73.9880662,40.7433858,-74.0035709,40.735781,1550
"Union Sq","Penn Station/Madison Sq West",10,-73.9910835,40.7358633,-73.9880662,40.7433858,1550
"Union Sq","Penn Station/Madison Sq West",22,-73.9910835,40.7358633,-73.9880662,40.7433858,1550
"Upper East Side North","Sutton Place/Turtle Bay North",10,-73.9565551,40.7735649,-73.9601669,40.7580204,1550
"Upper West Side North","Clinton East",14,-73.9753676,40.7870106,-73.9918181,40.7637581,1550
"West Village","East Chelsea",22,-74.0035709,40.735781,-74.0013737,40.7465004,1550
"Yorkville East","Bloomingdale",20,-73.9492079,40.7762231,-73.9697795,40.7988958,1550
"Yorkville East","East Elmhurst",6,-73.9492079,40.7762231,-73.8713099,40.7737505,1550
"Garment District","East Elmhurst",14,-73.9916342,40.7547072,-73.8713099,40.7737505,1540
"Kips Bay","Penn Station/Madison Sq West",8,-73.9800645,40.7423292,-73.9880662,40.7433858,1540
"Little Italy/NoLiTa","Penn Station/Madison Sq West",18,-73.9954909,40.7228971,-73.9880662,40.7433858,1540
"Midtown Center","Upper West Side North",16,-73.9784137,40.7553676,-73.9753676,40.7870106,1540
"Midtown East","Kips Bay",14,-73.9668408,40.7540369,-73.9800645,40.7423292,1540
"Midtown East","Times Sq/Theatre District",10,-73.9668408,40.7540369,-73.9841274,40.7592686,1540
"Penn Station/Madison Sq West","Penn Station/Madison Sq West",12,-73.9880662,40.7433858,-73.9880662,40.7433858,1540
"Times Sq/Theatre District","Midtown North",10,-73.9841274,40.7592686,-73.9840195,40.7549309,1540
"Times Sq/Theatre District","Penn Station/Madison Sq West",0,-73.9841274,40.7592686,-73.9880662,40.7433858,1540
"Upper West Side North","Central Harlem",20,-73.9753676,40.7870106,-73.9538699,40.7988378,1540
"West Village","East Chelsea",14,-74.0035709,40.735781,-74.0013737,40.7465004,1540
"Central Park","Midtown East",8,-73.9741874,40.7711329,-73.9668408,40.7540369,1530
"Flatiron","Penn Station/Madison Sq West",20,-73.9896986,40.7410605,-73.9880662,40.7433858,1530
"Garment District","Midtown East",16,-73.9916342,40.7547072,-73.9668408,40.7540369,1530
"Greenwich Village North","Union Sq",18,-74.0027418,40.7335719,-73.9910835,40.7358633,1530
"Midtown Center","Clinton East",14,-73.9784137,40.7553676,-73.9918181,40.7637581,1530
"Midtown Center","East Elmhurst",8,-73.9784137,40.7553676,-73.8713099,40.7737505,1530
"Midtown Center","Union Sq",22,-73.9784137,40.7553676,-73.9910835,40.7358633,1530
"Midtown North","Penn Station/Madison Sq West",14,-73.9840195,40.7549309,-73.9880662,40.7433858,1530
"Midtown North","Penn Station/Madison Sq West",20,-73.9840195,40.7549309,-73.9880662,40.7433858,1530
"Times Sq/Theatre District","Penn Station/Madison Sq West",8,-73.9841274,40.7592686,-73.9880662,40.7433858,1530
"Union Sq","Murray Hill",12,-73.9910835,40.7358633,-73.9756567,40.7478792,1530
"Upper West Side North","Lenox Hill East",20,-73.9753676,40.7870106,-73.9602312,40.7662315,1530
"Yorkville East","Murray Hill",8,-73.9492079,40.7762231,-73.9756567,40.7478792,1530
"Central Harlem","Upper East Side North",6,-73.9538699,40.7988378,-73.9565551,40.7735649,1520
"Central Park","Penn Station/Madison Sq West",14,-73.9741874,40.7711329,-73.9880662,40.7433858,1520
"Clinton East","Clinton East",2,-73.9918181,40.7637581,-73.9918181,40.7637581,1520
"Flatiron","Penn Station/Madison Sq West",10,-73.9896986,40.7410605,-73.9880662,40.7433858,1520
"Garment District","Upper West Side North",16,-73.9916342,40.7547072,-73.9753676,40.7870106,1520
"Kips Bay","Midtown Center",18,-73.9800645,40.7423292,-73.9784137,40.7553676,1520
"Little Italy/NoLiTa","East Chelsea",22,-73.9954909,40.7228971,-74.0013737,40.7465004,1520
"Little Italy/NoLiTa","SoHo",18,-73.9954909,40.7228971,-74.0029883,40.723301,1520
"Little Italy/NoLiTa","SoHo",20,-73.9954909,40.7228971,-74.0029883,40.723301,1520
"Little Italy/NoLiTa","SoHo",22,-73.9954909,40.7228971,-74.0029883,40.723301,1520
"Midtown Center","Kips Bay",8,-73.9784137,40.7553676,-73.9800645,40.7423292,1520
"Times Sq/Theatre District","Kips Bay",22,-73.9841274,40.7592686,-73.9800645,40.7423292,1520
"Union Sq","Murray Hill",20,-73.9910835,40.7358633,-73.9756567,40.7478792,1520
"Upper East Side North","Midtown North",8,-73.9565551,40.7735649,-73.9840195,40.7549309,1520
"Upper West Side North","Clinton East",10,-73.9753676,40.7870106,-73.9918181,40.7637581,1520
"West Village","Flatiron",8,-74.0035709,40.735781,-73.9896986,40.7410605,1520
"Yorkville East","Central Park",16,-73.9492079,40.7762231,-73.9741874,40.7711329,1520
"East Chelsea","Times Sq/Theatre District",8,-74.0013737,40.7465004,-73.9841274,40.7592686,1510
"Flatiron","Greenwich Village North",20,-73.9896986,40.7410605,-74.0027418,40.7335719,1510
"Flatiron","Midtown North",10,-73.9896986,40.7410605,-73.9840195,40.7549309,1510
"Flatiron","Midtown North",12,-73.9896986,40.7410605,-73.9840195,40.7549309,1510
"Flatiron","Midtown North",14,-73.9896986,40.7410605,-73.9840195,40.7549309,1510
"Garment District","Flatiron",20,-73.9916342,40.7547072,-73.9896986,40.7410605,1510
"Garment District","Lenox Hill East",22,-73.9916342,40.7547072,-73.9602312,40.7662315,1510
"Greenwich Village North","East Chelsea",0,-74.0027418,40.7335719,-74.0013737,40.7465004,1510
"Lenox Hill East","UN/Turtle Bay South",8,-73.9602312,40.7662315,-73.9694292,40.7507161,1510
"Midtown Center","East Chelsea",10,-73.9784137,40.7553676,-74.0013737,40.7465004,1510
"Midtown Center","East Elmhurst",6,-73.9784137,40.7553676,-73.8713099,40.7737505,1510
"Midtown Center","Penn Station/Madison Sq West",6,-73.9784137,40.7553676,-73.9880662,40.7433858,1510
"Penn Station/Madison Sq West","Penn Station/Madison Sq West",10,-73.9880662,40.7433858,-73.9880662,40.7433858,1510
"SoHo","Greenwich Village North",20,-74.0029883,40.723301,-74.0027418,40.7335719,1510
"Stuyvesant Heights","East Chelsea",22,-73.9880663,40.7299553,-74.0013737,40.7465004,1510
"Stuyvesant Heights","East Village",18,-73.9880663,40.7299553,-73.9815337,40.7264773,1510
"Times Sq/Theatre District","Times Sq/Theatre District",6,-73.9841274,40.7592686,-73.9841274,40.7592686,1510
"Union Sq","Greenwich Village North",14,-73.9910835,40.7358633,-74.0027418,40.7335719,1510
"Union Sq","West Village",18,-73.9910835,40.7358633,-74.0035709,40.735781,1510
"Central Park","Times Sq/Theatre District",22,-73.9741874,40.7711329,-73.9841274,40.7592686,1500
"East Chelsea","Little Italy/NoLiTa",18,-74.0013737,40.7465004,-73.9954909,40.7228971,1500
"East Chelsea","Meatpacking/West Village West",12,-74.0013737,40.7465004,-74.0085128,40.7406973,1500
"Flatiron","Midtown Center",20,-73.9896986,40.7410605,-73.9784137,40.7553676,1500
"Greenwich Village North","Union Sq",20,-74.0027418,40.7335719,-73.9910835,40.7358633,1500
"Kips Bay","Yorkville East",22,-73.9800645,40.7423292,-73.9492079,40.7762231,1500
"Lenox Hill East","Roosevelt Island",8,-73.9602312,40.7662315,-73.9499426,40.7621302,1500
"Lincoln Square East","Central Harlem",18,-73.9844722,40.773828,-73.9538699,40.7988378,1500
"Midtown North","Midtown East",18,-73.9840195,40.7549309,-73.9668408,40.7540369,1500
"Murray Hill","Gramercy",18,-73.9756567,40.7478792,-73.9818443,40.7376407,1500
"Murray Hill","Lenox Hill East",8,-73.9756567,40.7478792,-73.9602312,40.7662315,1500
"Stuyvesant Heights","East Chelsea",20,-73.9880663,40.7299553,-74.0013737,40.7465004,1500
"Times Sq/Theatre District","Lenox Hill East",12,-73.9841274,40.7592686,-73.9602312,40.7662315,1500
"Times Sq/Theatre District","Midtown North",8,-73.9841274,40.7592686,-73.9840195,40.7549309,1500
"Times Sq/Theatre District","Midtown North",22,-73.9841274,40.7592686,-73.9840195,40.7549309,1500
"Upper East Side North","Midtown East",22,-73.9565551,40.7735649,-73.9668408,40.7540369,1500
"West Village","Midtown Center",6,-74.0035709,40.735781,-73.9784137,40.7553676,1500
"Central Park","Midtown North",16,-73.9741874,40.7711329,-73.9840195,40.7549309,1490
"East Chelsea","Meatpacking/West Village West",14,-74.0013737,40.7465004,-74.0085128,40.7406973,1490
"Garment District","West Village",20,-73.9916342,40.7547072,-74.0035709,40.735781,1490
"Lincoln Square East","Central Harlem",20,-73.9844722,40.773828,-73.9538699,40.7988378,1490
"Meatpacking/West Village West","Garment District",14,-74.0085128,40.7406973,-73.9916342,40.7547072,1490
"Midtown Center","Flatiron",16,-73.9784137,40.7553676,-73.9896986,40.7410605,1490
"Penn Station/Madison Sq West","Greenwich Village North",22,-73.9880662,40.7433858,-74.0027418,40.7335719,1490
"Penn Station/Madison Sq West","Lenox Hill East",20,-73.9880662,40.7433858,-73.9602312,40.7662315,1490
"Penn Station/Madison Sq West","Upper East Side North",18,-73.9880662,40.7433858,-73.9565551,40.7735649,1490
"Stuyvesant Heights","Gramercy",20,-73.9880663,40.7299553,-73.9818443,40.7376407,1490
"Stuyvesant Heights","Murray Hill",18,-73.9880663,40.7299553,-73.9756567,40.7478792,1490
"Stuyvesant Heights","Union Sq",20,-73.9880663,40.7299553,-73.9910835,40.7358633,1490
"Times Sq/Theatre District","East Chelsea",12,-73.9841274,40.7592686,-74.0013737,40.7465004,1490
"Union Sq","Garment District",8,-73.9910835,40.7358633,-73.9916342,40.7547072,1490
"Upper East Side North","Bloomingdale",12,-73.9565551,40.7735649,-73.9697795,40.7988958,1490
"Yorkville East","Midtown Center",18,-73.9492079,40.7762231,-73.9784137,40.7553676,1490
"Central Harlem","Upper East Side North",12,-73.9538699,40.7988378,-73.9565551,40.7735649,1480
"Central Park","Penn Station/Madison Sq West",18,-73.9741874,40.7711329,-73.9880662,40.7433858,1480
"Gramercy","Stuyvesant Heights",18,-73.9818443,40.7376407,-73.9880663,40.7299553,1480
"Lenox Hill East","Sutton Place/Turtle Bay North",14,-73.9602312,40.7662315,-73.9601669,40.7580204,1480
"Meatpacking/West Village West","Times Sq/Theatre District",2,-74.0085128,40.7406973,-73.9841274,40.7592686,1480
"Midtown Center","JFK Airport",12,-73.9784137,40.7553676,-73.7781391,40.6413111,1480
"Midtown East","Central Park",14,-73.9668408,40.7540369,-73.9741874,40.7711329,1480
"Midtown East","Midtown East",14,-73.9668408,40.7540369,-73.9668408,40.7540369,1480
"Murray Hill","Kips Bay",10,-73.9756567,40.7478792,-73.9800645,40.7423292,1480
"Murray Hill","Penn Station/Madison Sq West",16,-73.9756567,40.7478792,-73.9880662,40.7433858,1480
"Stuyvesant Heights","Little Italy/NoLiTa",14,-73.9880663,40.7299553,-73.9954909,40.7228971,1480
"Union Sq","Midtown Center",12,-73.9910835,40.7358633,-73.9784137,40.7553676,1480
"Upper West Side North","Morningside Heights",20,-73.9753676,40.7870106,-73.9624327,40.8089564,1480
"Central Park","Midtown North",18,-73.9741874,40.7711329,-73.9840195,40.7549309,1470
"Flatiron","Murray Hill",14,-73.9896986,40.7410605,-73.9756567,40.7478792,1470
"Flatiron","Times Sq/Theatre District",14,-73.9896986,40.7410605,-73.9841274,40.7592686,1470
"Flatiron","Union Sq",18,-73.9896986,40.7410605,-73.9910835,40.7358633,1470
"Greenwich Village North","Flatiron",20,-74.0027418,40.7335719,-73.9896986,40.7410605,1470
"Kips Bay","Murray Hill",6,-73.9800645,40.7423292,-73.9756567,40.7478792,1470
"Lincoln Square East","Midtown East",22,-73.9844722,40.773828,-73.9668408,40.7540369,1470
"Little Italy/NoLiTa","Union Sq",10,-73.9954909,40.7228971,-73.9910835,40.7358633,1470
"Midtown Center","Gramercy",18,-73.9784137,40.7553676,-73.9818443,40.7376407,1470
"Murray Hill","Penn Station/Madison Sq West",6,-73.9756567,40.7478792,-73.9880662,40.7433858,1470
"Penn Station/Madison Sq West","Flatiron",10,-73.9880662,40.7433858,-73.9896986,40.7410605,1470
"Stuyvesant Heights","Little Italy/NoLiTa",10,-73.9880663,40.7299553,-73.9954909,40.7228971,1470
"Union Sq","East Chelsea",8,-73.9910835,40.7358633,-74.0013737,40.7465004,1470
"Upper West Side North","Clinton East",20,-73.9753676,40.7870106,-73.9918181,40.7637581,1470
"Upper West Side North","Morningside Heights",10,-73.9753676,40.7870106,-73.9624327,40.8089564,1470
"Upper West Side North","Morningside Heights",12,-73.9753676,40.7870106,-73.9624327,40.8089564,1470
"Bloomingdale","Lincoln Square East",6,-73.9697795,40.7988958,-73.9844722,40.773828,1460
"Bloomingdale","Upper East Side North",18,-73.9697795,40.7988958,-73.9565551,40.7735649,1460
"Clinton East","Midtown Center",14,-73.9918181,40.7637581,-73.9784137,40.7553676,1460
"East Chelsea","Meatpacking/West Village West",16,-74.0013737,40.7465004,-74.0085128,40.7406973,1460
"Lenox Hill East","Times Sq/Theatre District",10,-73.9602312,40.7662315,-73.9841274,40.7592686,1460
"Meatpacking/West Village West","Meatpacking/West Village West",2,-74.0085128,40.7406973,-74.0085128,40.7406973,1460
"Midtown Center","Central Park",22,-73.9784137,40.7553676,-73.9741874,40.7711329,1460
"Midtown East","Lincoln Square East",12,-73.9668408,40.7540369,-73.9844722,40.773828,1460
"Midtown North","Clinton East",18,-73.9840195,40.7549309,-73.9918181,40.7637581,1460
"Midtown North","Yorkville East",20,-73.9840195,40.7549309,-73.9492079,40.7762231,1460
"Penn Station/Madison Sq West","Kips Bay",22,-73.9880662,40.7433858,-73.9800645,40.7423292,1460
"Stuyvesant Heights","Union Sq",18,-73.9880663,40.7299553,-73.9910835,40.7358633,1460
"Times Sq/Theatre District","Bloomingdale",18,-73.9841274,40.7592686,-73.9697795,40.7988958,1460
"Times Sq/Theatre District","East Elmhurst",4,-73.9841274,40.7592686,-73.8713099,40.7737505,1460
"Union Sq","Stuyvesant Heights",16,-73.9910835,40.7358633,-73.9880663,40.7299553,1460
"Upper West Side North","Bloomingdale",0,-73.9753676,40.7870106,-73.9697795,40.7988958,1460
"Yorkville East","Bloomingdale",18,-73.9492079,40.7762231,-73.9697795,40.7988958,1460
"Yorkville East","Midtown East",20,-73.9492079,40.7762231,-73.9668408,40.7540369,1460
"Central Harlem","Upper East Side North",10,-73.9538699,40.7988378,-73.9565551,40.7735649,1450
"Central Harlem","Yorkville East",16,-73.9538699,40.7988378,-73.9492079,40.7762231,1450
"Clinton East","Penn Station/Madison Sq West",22,-73.9918181,40.7637581,-73.9880662,40.7433858,1450
"East Chelsea","Times Sq/Theatre District",6,-74.0013737,40.7465004,-73.9841274,40.7592686,1450
"East Elmhurst","Murray Hill",10,-73.8713099,40.7737505,-73.9756567,40.7478792,1450
"Garment District","Central Park",22,-73.9916342,40.7547072,-73.9741874,40.7711329,1450
"Greenwich Village North","Clinton East",22,-74.0027418,40.7335719,-73.9918181,40.7637581,1450
"Greenwich Village North","East Village",0,-74.0027418,40.7335719,-73.9815337,40.7264773,1450
"JFK Airport","Garment District",18,-73.7781391,40.6413111,-73.9916342,40.7547072,1450
"Kips Bay","Upper East Side North",18,-73.9800645,40.7423292,-73.9565551,40.7735649,1450
"Lincoln Square East","East Chelsea",22,-73.9844722,40.773828,-74.0013737,40.7465004,1450
"Little Italy/NoLiTa","Penn Station/Madison Sq West",22,-73.9954909,40.7228971,-73.9880662,40.7433858,1450
"Midtown East","Midtown East",16,-73.9668408,40.7540369,-73.9668408,40.7540369,1450
"Midtown East","Stuyvesant Heights",18,-73.9668408,40.7540369,-73.9880663,40.7299553,1450
"Midtown East","Sutton Place/Turtle Bay North",18,-73.9668408,40.7540369,-73.9601669,40.7580204,1450
"Murray Hill","Upper East Side North",16,-73.9756567,40.7478792,-73.9565551,40.7735649,1450
"Penn Station/Madison Sq West","Lincoln Square East",18,-73.9880662,40.7433858,-73.9844722,40.773828,1450
"Penn Station/Madison Sq West","Union Sq",8,-73.9880662,40.7433858,-73.9910835,40.7358633,1450
"Union Sq","Stuyvesant Heights",22,-73.9910835,40.7358633,-73.9880663,40.7299553,1450
"Yorkville East","East Harlem North",18,-73.9492079,40.7762231,-73.9464769,40.8115504,1450
"Yorkville East","Sutton Place/Turtle Bay North",18,-73.9492079,40.7762231,-73.9601669,40.7580204,1450
"Bloomingdale","Yorkville East",16,-73.9697795,40.7988958,-73.9492079,40.7762231,1440
"Central Harlem","Yorkville East",18,-73.9538699,40.7988378,-73.9492079,40.7762231,1440
"Clinton East","Midtown North",8,-73.9918181,40.7637581,-73.9840195,40.7549309,1440
"East Chelsea","Union Sq",20,-74.0013737,40.7465004,-73.9910835,40.7358633,1440
"Flatiron","West Village",18,-73.9896986,40.7410605,-74.0035709,40.735781,1440
"Kips Bay","Murray Hill",16,-73.9800645,40.7423292,-73.9756567,40.7478792,1440
"Meatpacking/West Village West","Greenwich Village North",20,-74.0085128,40.7406973,-74.0027418,40.7335719,1440
"Midtown North","Central Park",16,-73.9840195,40.7549309,-73.9741874,40.7711329,1440
"Midtown North","Central Park",18,-73.9840195,40.7549309,-73.9741874,40.7711329,1440
"Midtown North","Penn Station/Madison Sq West",22,-73.9840195,40.7549309,-73.9880662,40.7433858,1440
"Murray Hill","Midtown Center",18,-73.9756567,40.7478792,-73.9784137,40.7553676,1440
"Murray Hill","Murray Hill",18,-73.9756567,40.7478792,-73.9756567,40.7478792,1440
"Murray Hill","Times Sq/Theatre District",6,-73.9756567,40.7478792,-73.9841274,40.7592686,1440
"Murray Hill","Union Sq",18,-73.9756567,40.7478792,-73.9910835,40.7358633,1440
"Times Sq/Theatre District","Lincoln Square East",6,-73.9841274,40.7592686,-73.9844722,40.773828,1440
"Union Sq","Murray Hill",8,-73.9910835,40.7358633,-73.9756567,40.7478792,1440
"Yorkville East","East Harlem North",16,-73.9492079,40.7762231,-73.9464769,40.8115504,1440
"East Chelsea","Clinton East",2,-74.0013737,40.7465004,-73.9918181,40.7637581,1430
"East Chelsea","Clinton East",12,-74.0013737,40.7465004,-73.9918181,40.7637581,1430
"Flatiron","Garment District",8,-73.9896986,40.7410605,-73.9916342,40.7547072,1430
"Greenwich Village North","Penn Station/Madison Sq West",18,-74.0027418,40.7335719,-73.9880662,40.7433858,1430
"Greenwich Village North","Union Sq",10,-74.0027418,40.7335719,-73.9910835,40.7358633,1430
"JFK Airport","Midtown Center",16,-73.7781391,40.6413111,-73.9784137,40.7553676,1430
"Midtown North","East Elmhurst",12,-73.9840195,40.7549309,-73.8713099,40.7737505,1430
"Penn Station/Madison Sq West","Lincoln Square East",22,-73.9880662,40.7433858,-73.9844722,40.773828,1430
"Stuyvesant Heights","Penn Station/Madison Sq West",18,-73.9880663,40.7299553,-73.9880662,40.7433858,1430
"Times Sq/Theatre District","Greenwich Village North",20,-73.9841274,40.7592686,-74.0027418,40.7335719,1430
"Union Sq","Little Italy/NoLiTa",8,-73.9910835,40.7358633,-73.9954909,40.7228971,1430
"Upper East Side North","East Harlem North",18,-73.9565551,40.7735649,-73.9464769,40.8115504,1430
"Upper West Side North","Yorkville East",8,-73.9753676,40.7870106,-73.9492079,40.7762231,1430
"Yorkville East","UN/Turtle Bay South",8,-73.9492079,40.7762231,-73.9694292,40.7507161,1430
"Central Park","Yorkville East",10,-73.9741874,40.7711329,-73.9492079,40.7762231,1420
"Clinton East","Times Sq/Theatre District",0,-73.9918181,40.7637581,-73.9841274,40.7592686,1420
"Flatiron","Murray Hill",16,-73.9896986,40.7410605,-73.9756567,40.7478792,1420
